"devMac","devName","devOwner","devType","devVendor","devFavorite","devGroup","devComments","devFirstConnection","devLastConnection","devLastIP","devPrimaryIPv4","devPrimaryIPv6","devVlan","devForceStatus","devStaticIP","devScan","devLogEvents","devAlertEvents","devAlertDown","devSkipRepeated","devLastNotification","devPresentLastScan","devIsNew","devLocation","devIsArchived","devParentMAC","devParentPort","devParentRelType","devIcon","devGUID","devSite","devSSID","devSyncHubNode","devSourcePlugin","devFQDN","devMacSource","devNameSource","devFQDNSource","devLastIPSource","devVendorSource","devSSIDSource","devParentMACSource","devParentPortSource","devParentRelTypeSource","devVlanSource","devCustomProps","devReqNicsOnline","devCanSleep"
"fa:ce:2d:c0:10:55","ROSIEPRINTHERE","Darren","Printer","HP","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.20.5","192.168.20.5","","Main","dont_force","1","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","default","PGkgY2xhc3M9ImZhLXNvbGlkIGZhLXByaW50Ij48L2k+","6dfd933b-c647-4e4e-9c08-3eed093ade73","","","NAX-d884006e","NMAPDEV","ROSIEPRINTHERE","NMAPDEV","NBTSCAN","NBTSCAN","NMAPDEV","USER","NEWDEV","NEWDEV","NEWDEV","USER","USER","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","1"
"fa:ce:b1:a5:6f:f7","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.30.1","192.168.30.1","","None","None","0","1","1","1","0","0","2026-07-19 00:16:00","1","1","","0","","","[]","","e7a1db0f-003a-426d-9fb8-e097a386f936","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:6a:e5:6e:c9","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.1","192.168.40.1","","None","None","0","1","1","1","0","0","2026-07-18 18:11:14","1","1","","0","","","[]","","50765ae5-287d-4354-885b-5c5c00af7865","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:cf:0b:29:10","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.100","192.168.40.100","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","f4b69570-d383-49d5-8780-559dc0aee9b7","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:98:cd:d7:ae","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.104","192.168.40.104","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","6e26b10b-3025-401a-a2e7-aaa2a1585a07","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:6f:b0:47:d4","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.105","192.168.40.105","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","64c366cb-3b1c-406b-82b5-1b2018b5e566","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:1d:c4:ec:21","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.107","192.168.40.107","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","1a5cbbec-e202-4ce2-8069-0384a7d297b0","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:70:23:97:47","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.109","192.168.40.109","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","f5765f2c-be3e-4054-a9a1-257e1c088d16","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:82:9e:a3:bb","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.111","192.168.40.111","","None","None","0","1","1","1","0","0","2026-07-18 19:26:28","1","1","","0","","","[]","","b75777a5-f8f0-4e7f-b5e2-d14b07ead68c","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:2b:d0:10:e7","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.112","192.168.40.112","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","0dc597b8-5151-47f4-87bc-f687a48c2370","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:51:62:e0:36","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.113","192.168.40.113","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","5d60835b-7600-44a1-8a47-15c6ebdbae5b","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:fa:45:a4:ee","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.116","192.168.40.116","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","9dc74fd2-de79-4c35-baf9-df4bccabe20e","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:0d:54:98:d7","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.118","192.168.40.118","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","bf1d396f-f63d-4b81-9aa1-6fef0fe6ce4a","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:34:60:40:ce","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.119","192.168.40.119","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","26da88d3-8a87-475e-98b8-caf6bda28cba","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:68:54:48:2b","(name not found)","","","","0","","","2026-07-18 02:44:12","2026-07-19 01:58:56","192.168.40.122","192.168.40.122","","None","None","0","1","1","1","0","0","2026-07-18 02:44:56","1","1","","0","","","[]","","f69cf0d1-7399-479e-8230-c1e80539e355","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:1e:ec:0f:61","darren.osier.local","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.20.2","192.168.20.2","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","a6d1ca92-7963-4607-9170-ae4cfef31a7e","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","PIHOLEAPI","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:dd:06:ab:93","david-pc.osier.local","","Desktop","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.20.3","192.168.20.3","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","PGkgY2xhc3M9ImZhIGZhLWRlc2t0b3AiPjwvaT4=","f0510771-9cd0-4c31-9dff-c5070ce8a102","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","PIHOLEAPI","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:d3:1e:5a:52","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.20.119","192.168.20.119","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","d7918986-9030-4b9c-ada2-d9a0a120d6d6","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:64:c9:c1:b0","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.20.112","192.168.20.112","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","b790d05d-e776-40ba-bad4-b849d4c76bc7","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:6f:0a:3d:3a","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.20.102","192.168.20.102","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","c0503a11-33c3-4c3f-99ef-e7572e0d4f29","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:00:66:c9:60","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.40.114","192.168.40.114","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","c754339d-c664-453a-808a-fe89af5bb930","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:79:dc:25:73","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.20.110","192.168.20.110","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","b4a4661c-8f2c-415a-9298-a8e51b59d756","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:17:b4:9a:f2","localhost.osier.local","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","127.0.0.1","127.0.0.1","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","62eef072-aeb3-4c24-a13c-fd1718c4bbec","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","PIHOLEAPI","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:b3:c5:bd:d5","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:54:04","192.168.20.123","192.168.20.123","","None","None","0","1","1","1","0","0","2026-07-19 01:59:56","0","1","","0","","","[]","","505710c3-f753-4911-a006-6ba160257005","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:6c:99:ef:af","pi.hole","","IoT","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.1.5","192.168.1.5","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","PGkgY2xhc3M9ImZhLXNvbGlkIGZhLW1pY3JvY2hpcCI+PC9pPg==","a27ab9bb-77d8-4df5-9f48-507d565daeed","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","PIHOLEAPI","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:68:5b:63:ab","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.20.118","192.168.20.118","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","c997f089-a251-4164-a056-dbfe4006160a","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
